SUMMARIZATION_LEVEL,NAME,ORGANIZATION_CITY,ORGANIZATION_ZIP,PRODUCT_TYPE,MEASURE_CODE,MEASURE_DESCRIPTION,MEASURE_COMPONENT,MEASURE_SUMMARY_UNITS,AGE_STRATIFICATION,MEASURE_RESULT,LOWER_95_CI,UPPER_95_CI,REPORTING_PERIOD_BEGIN_DT,REPORTING_PERIOD_END_DT,PERFORMANCE_CATEGORY
Clinic,Healthpoint Federal Way,Federal Way,98003,MEDICAID,BCS,Breast Cancer Screening,Compliance,Percent Compliance,Overall,0.7,0.64,0.77,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Kadlec - Richland Primary Care,Richland,99352,MEDICAID,AMB-AVOIDEDV,Ambulatory Care - Avoidable Emergency Department Visits,Visit Count,"Rate per 1,000 Member-Years",Overall,168.05,161.22,174.87,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Worse
Clinic,Swedish Health Services - Seattle - Family Medicine - First Hill,Seattle,98104,MEDICAID,W34,"Well-Child Visits in the Third, Fourth, Fifth and Sixth Years of Life",Compliance,Percent Compliance,Overall,0.5,0.43,0.57,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Olympic Physicians - Mason General Hospital,Shelton,98584,COMMERCIAL,PQI-05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate,Visit Count,"Rate per 1,000 Member-Years",Overall,0,0,0,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,"Providence Health & Services  - Internal Medicine, Mcclellan",Spokane,99204,COMMERCIAL,PDC-DR,Proportion of Days Covered - Diabetes All Class (DR),Compliance,Percent Compliance,Overall,0.71,0.6,0.83,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Selah Family Medicine,Selah,98942,MEDICAID,CCS,Cervical Cancer Screening,Compliance,Percent Compliance,Overall,0.5,0.33,0.67,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Family Medicine Of Yakima,Yakima,98908,MEDICAID,W34,"Well-Child Visits in the Third, Fourth, Fifth and Sixth Years of Life",Compliance,Percent Compliance,Overall,0.66,0.57,0.75,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Kaiser Permanente Bellevue Medical Center,Bellevue,98004,MEDICAID,AMB-AVOIDEDV,Ambulatory Care - Avoidable Emergency Department Visits,Visit Count,"Rate per 1,000 Member-Years",Overall,68.8,63.27,74.33,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Sea-Mar Community Health Center - Tacoma,Tacoma,98405,MEDICAID,LBP,Use of imaging studies for Low Back Pain,Compliance,Percent Compliance,Overall,0.76,0.62,0.89,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Bellevue Medical And Dental Clinic,Bellevue,98005,COMMERCIAL,AMB-AVOIDEDV,Ambulatory Care - Avoidable Emergency Department Visits,Visit Count,"Rate per 1,000 Member-Years",Overall,5.77,4.15,7.4,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Kaiser Permanente Port Orchard Medical Center,Port Orchard,98366,COMMERCIAL,CDC-HBA1C,Comprehensive Diabetes Care - HbA1c Testing,Compliance,Percent Compliance,Overall,0.93,0.86,1,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Allegro Pediatrics- Factoria,Bellevue,98006,COMMERCIAL,CWP,Appropriate Testing for Children With Pharyngitis,Compliance,Percent Compliance,Overall,1,1,1,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Allegro Pediatrics- Factoria,Bellevue,98006,COMMERCIAL,W15,Well-Child Visits in the First 15 Months of Life,Compliance - 6+ Visits,Percent Compliance,Overall,0.79,0.68,0.9,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Peninsula Community Health Services - Wheaton Way,Bremerton,98310,MEDICAID,CCS,Cervical Cancer Screening,Compliance,Percent Compliance,Overall,0.62,0.56,0.68,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,North Cascade Family Physicians,Mount Vernon,98274,COMMERCIAL,PDC-RASA,Proportion of Days Covered - Renin Angiotensin System Antagonists (RASA),Compliance,Percent Compliance,Overall,0.65,0.56,0.75,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Virginia Mason Federal Way Medical Center,Federal Way,98003,COMMERCIAL,AMB-AVOIDEDV,Ambulatory Care - Avoidable Emergency Department Visits,Visit Count,"Rate per 1,000 Member-Years",Overall,10.83,9.81,11.86,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,University Place Pediatric Clinic,Fircrest,98466,COMMERCIAL,MEDPRAC-RATING,Overall Rating of Medical Practice,Score,Stars,,3,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Columbia Medical Associates - Family Health Center,Spokane,99201,COMMERCIAL,W34,"Well-Child Visits in the Third, Fourth, Fifth and Sixth Years of Life",Compliance,Percent Compliance,Overall,0.68,0.5,0.86,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Kaiser Permanente Orchards Medical Office,Vancouver,98682,COMMERCIAL,PDC-RASA,Proportion of Days Covered - Renin Angiotensin System Antagonists (RASA),Compliance,Percent Compliance,Overall,0.8,0.77,0.83,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Kirkpatrick Family Care,Longview,98632,COMMERCIAL,PDC-STA,Proportion of Days Covered - Statins (STA),Compliance,Percent Compliance,Overall,0.63,0.51,0.75,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Neighborcare Health At Meridian,Seattle,98133,MEDICAID,PQI-05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate,Visit Count,"Rate per 1,000 Member-Years",Overall,2.78,1.61,3.95,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Country Doctor Community Clinc,Seattle,98112,MEDICAID,MPM-ACE,Annual Monitoring for Patients on Persistent Medications - ACE Inhibitors or ARBs,Compliance,Percent Compliance,Overall,0.87,0.82,0.92,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Swedish Health Services - Seattle - Downtown Seattle Primary Care,Seattle,98104,COMMERCIAL,PDC-DR,Proportion of Days Covered - Diabetes All Class (DR),Compliance,Percent Compliance,Overall,0.84,0.71,0.97,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,"Franciscan Medical Clinic - St. Joseph, J Street",Tacoma,98405,MEDICAID,LBP,Use of imaging studies for Low Back Pain,Compliance,Percent Compliance,Overall,0.69,0.59,0.79,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Swedish Health Services - Seattle - Greenlake Primary Care,Seattle,98115,COMMERCIAL,PDC-DR,Proportion of Days Covered - Diabetes All Class (DR),Compliance,Percent Compliance,Overall,0.64,0.5,0.78,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Northwest Medical Associates,Vancouver,98684,COMMERCIAL,PDC-RASA,Proportion of Days Covered - Renin Angiotensin System Antagonists (RASA),Compliance,Percent Compliance,Overall,0.74,0.66,0.83,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Multicare Rockwood Main Clinic,Spokane,99202,MEDICAID,CCS,Cervical Cancer Screening,Compliance,Percent Compliance,Overall,0.62,0.59,0.65,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Virginia Mason Lynnwood Medical Center,Lynnwood,98036,COMMERCIAL,LBP,Use of imaging studies for Low Back Pain,Compliance,Percent Compliance,Overall,0.86,0.74,0.99,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Franciscan Medical Clinic - Lakewood,Lakewood,98499,MEDICAID,PDC-STA,Proportion of Days Covered - Statins (STA),Compliance,Percent Compliance,Overall,0.62,0.54,0.71,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,"Yakima Valley Farm Workers Clinic , Toppenish Medical-Dental Clinic",Toppenish,98948,MEDICAID,W15,Well-Child Visits in the First 15 Months of Life,Compliance - 6+ Visits,Percent Compliance,Overall,0.34,0.27,0.41,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Community Health Care - Eastside Medical Clinic,Tacoma,98404,MEDICAID,CDC-NEPH,Comprehensive Diabetes Care - Medical Attention for Nephrology,Compliance,Percent Compliance,Overall,0.86,0.79,0.93,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Kadlec - South Richland Primary Care,Richland,99352,COMMERCIAL,MPM-ACE,Annual Monitoring for Patients on Persistent Medications - ACE Inhibitors or ARBs,Compliance,Percent Compliance,Overall,0.77,0.72,0.82,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Worse
Clinic,Jefferson Healthcare Primary Care,Port Townsend,98368,MEDICAID,CDC-NEPH,Comprehensive Diabetes Care - Medical Attention for Nephrology,Compliance,Percent Compliance,Overall,0.85,0.72,0.97,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,"Peacehealth Medical Group - Longview Clinic, Lakefront",Longview,98632,COMMERCIAL,PDC-RASA,Proportion of Days Covered - Renin Angiotensin System Antagonists (RASA),Compliance,Percent Compliance,Overall,0.73,0.63,0.82,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Community Health Of Central Washington - Ellensburg Clinic,Ellensburg,98926,MEDICAID,PQI-05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate,Visit Count,"Rate per 1,000 Member-Years",Overall,2.5,1.09,3.91,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,"Franciscan Medical Clinic - St. Joseph, J Street",Tacoma,98405,COMMERCIAL,CCS,Cervical Cancer Screening,Compliance,Percent Compliance,Overall,0.65,0.61,0.69,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Omak Medical Clinic And Pharmacy,Omak,98841,MEDICAID,PDC-STA,Proportion of Days Covered - Statins (STA),Compliance,Percent Compliance,Overall,0.49,0.37,0.62,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Pacific General Medical Clinic,Tacoma,98408,MEDICAID,MPM-ACE,Annual Monitoring for Patients on Persistent Medications - ACE Inhibitors or ARBs,Compliance,Percent Compliance,Overall,0.94,0.86,1,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Virginia Mason Federal Way Medical Center,Federal Way,98003,COMMERCIAL,CWP,Appropriate Testing for Children With Pharyngitis,Compliance,Percent Compliance,Overall,0.95,0.86,1,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Kaiser Permanente Burien Medical Center,Burien,98166,MEDICAID,MEDPRAC-RATING,Overall Rating of Medical Practice,Score,Stars,,2,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Multicare Auburn Clinic Family Practice,Auburn,98002,MEDICAID,MEDPRAC-RATING,Overall Rating of Medical Practice,Score,Stars,,2,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Uw Neighborhood Factoria Clinic,Bellevue,98006,COMMERCIAL,AMB-AVOIDEDV,Ambulatory Care - Avoidable Emergency Department Visits,Visit Count,"Rate per 1,000 Member-Years",Overall,7.36,6.25,8.48,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Kaiser Permanente Kent Medical Center,Kent,98030,COMMERCIAL,MEDPRAC-RATING,Overall Rating of Medical Practice,Score,Stars,,3,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Trios Care Center At Chavallo Complex,Kennewick,99336,MEDICAID,MEDPRAC-RATING,Overall Rating of Medical Practice,Score,Stars,,2,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Uw Neighborhood Northgate Clinic,Seattle,98125,MEDICAID,MEDPRAC-RATING,Overall Rating of Medical Practice,Score,Stars,,2,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,The Polyclinic - Madison Center,Seattle,98104,MEDICAID,BCS,Breast Cancer Screening,Compliance,Percent Compliance,Overall,0.77,0.66,0.88,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Steck Medical Group,Chehalis,98532,COMMERCIAL,AMB-AVOIDEDV,Ambulatory Care - Avoidable Emergency Department Visits,Visit Count,"Rate per 1,000 Member-Years",Overall,12.94,10.9,14.97,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Neighborcare Health At Meridian,Seattle,98133,MEDICAID,BCS,Breast Cancer Screening,Compliance,Percent Compliance,Overall,0.5,0.42,0.58,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Sea-Mar Community Health Center - Burien,Burien,98166,MEDICAID,PDC-DR,Proportion of Days Covered - Diabetes All Class (DR),Compliance,Percent Compliance,Overall,0.69,0.53,0.86,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Northwest Medical Associates,Vancouver,98684,COMMERCIAL,AMB-AVOIDEDV,Ambulatory Care - Avoidable Emergency Department Visits,Visit Count,"Rate per 1,000 Member-Years",Overall,16.01,12.01,20.02,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Kaiser Permanente Salmon Creek,Vancouver,98686,MEDICAID,W34,"Well-Child Visits in the Third, Fourth, Fifth and Sixth Years of Life",Compliance,Percent Compliance,Overall,0.73,0.66,0.79,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Pioneer Family Practice - Lacey,Lacey,98503,COMMERCIAL,PQI-05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate,Visit Count,"Rate per 1,000 Member-Years",Overall,0.72,0.31,1.13,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Multicare Rockwood Valley Clinic,Spokane Valley,99216,MEDICAID,MEDPRAC-RATING,Overall Rating of Medical Practice,Score,Stars,,3,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Valley Medical Center - Cascade Clinic,Renton,98055,MEDICAID,CDC-NEPH,Comprehensive Diabetes Care - Medical Attention for Nephrology,Compliance,Percent Compliance,Overall,0.87,0.73,1,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Community Health Of Central Washington - Yakima Pediatrics,Yakima,98902,MEDICAID,CHL,Chlamydia Screening in Women,Compliance,Percent Compliance,Overall,0.43,0.3,0.57,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,"Unify Community Health, Northeast Community Center",Spokane,99207,MEDICAID,LBP,Use of imaging studies for Low Back Pain,Compliance,Percent Compliance,Overall,0.77,0.67,0.87,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,"Peacehealth Medical Group- Longview Clinic, St. John",Longview,98632,MEDICAID,CDC-EYE,Comprehensive Diabetes Care - Eye Exam Performed,Compliance,Percent Compliance,Overall,0.23,0.16,0.3,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Worse
Clinic,Kaiser Permanente Port Orchard Medical Center,Port Orchard,98366,COMMERCIAL,AMB-AVOIDEDV,Ambulatory Care - Avoidable Emergency Department Visits,Visit Count,"Rate per 1,000 Member-Years",Overall,16.54,14.96,18.11,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Virginia Mason Issaquah Medical Center,Issaquah,98027,MEDICAID,BCS,Breast Cancer Screening,Compliance,Percent Compliance,Overall,0.64,0.49,0.79,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Franciscan Medical Clinic - Enumclaw,Enumclaw,98022,MEDICAID,AMB-AVOIDEDV,Ambulatory Care - Avoidable Emergency Department Visits,Visit Count,"Rate per 1,000 Member-Years",Overall,92.88,88.65,97.11,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Swedish Health Services - Factoria,Bellevue,98006,MEDICAID,CDC-EYE,Comprehensive Diabetes Care - Eye Exam Performed,Compliance,Percent Compliance,Overall,0.18,0.03,0.32,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Worse
Clinic,Swedish Health Services - Seattle - Downtown Seattle Primary Care,Seattle,98104,COMMERCIAL,PDC-RASA,Proportion of Days Covered - Renin Angiotensin System Antagonists (RASA),Compliance,Percent Compliance,Overall,0.71,0.63,0.78,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,The Vancouver Clinic - Salmon Creek,Vancouver,98686,COMMERCIAL,MPM-ACE,Annual Monitoring for Patients on Persistent Medications - ACE Inhibitors or ARBs,Compliance,Percent Compliance,Overall,0.77,0.72,0.83,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,The Polyclinic - Downtown,Seattle,98101,COMMERCIAL,CCS,Cervical Cancer Screening,Compliance,Percent Compliance,Overall,0.75,0.71,0.79,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,"Yakima Valley Farm Workers Clinic , Valley Vista Medical Group",Prosser,99350,COMMERCIAL,BCS,Breast Cancer Screening,Compliance,Percent Compliance,Overall,0.77,0.7,0.83,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Yakima Neighborhood Health Services,Yakima,98901,MEDICAID,PQI-05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate,Visit Count,"Rate per 1,000 Member-Years",Overall,4.77,3.12,6.42,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,"Peacehealth Medical Group - Bellingham Clinic, Cordata Main",Bellingham,98226,MEDICAID,CDC-NEPH,Comprehensive Diabetes Care - Medical Attention for Nephrology,Compliance,Percent Compliance,Overall,0.84,0.79,0.89,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Steck Medical Group,Chehalis,98532,MEDICAID,CCS,Cervical Cancer Screening,Compliance,Percent Compliance,Overall,0.54,0.47,0.6,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Skagit Regional Clinics - Sedro Woolley,Sedro Woolley,98284,COMMERCIAL,MPM-ACE,Annual Monitoring for Patients on Persistent Medications - ACE Inhibitors or ARBs,Compliance,Percent Compliance,Overall,0.69,0.61,0.77,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Worse
Clinic,Newport Health Center - Family Practice Clinic,Newport,99156,COMMERCIAL,MEDPRAC-RATING,Overall Rating of Medical Practice,Score,Stars,,1,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Worse
Clinic,University Place Pediatric Clinic,Fircrest,98466,MEDICAID,AMB-AVOIDEDV,Ambulatory Care - Avoidable Emergency Department Visits,Visit Count,"Rate per 1,000 Member-Years",Overall,77.48,72.88,82.09,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Confluence Health - Moses Lake Clinic,Moses Lake,98837,MEDICAID,CDC-HBA1C,Comprehensive Diabetes Care - HbA1c Testing,Compliance,Percent Compliance,Overall,0.93,0.89,0.98,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Franciscan Medical Clinic - Seahurst,Burien,98166,COMMERCIAL,AAB,Avoidance of Antibiotic Treatment in Adults With Acute Bronchitis,Compliance,Percent Compliance,Overall,0.11,0,0.22,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Worse
Clinic,Kadlec - Kennewick Primary Care,Kennewick,99337,COMMERCIAL,BCS,Breast Cancer Screening,Compliance,Percent Compliance,Overall,0.88,0.82,0.94,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Community Health Care - Lakewood Family Medical Clinc,Lakewood,98499,MEDICAID,PDC-STA,Proportion of Days Covered - Statins (STA),Compliance,Percent Compliance,Overall,0.5,0.43,0.57,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Worse
Clinic,Multicare Puyallup Internal Medicine Clinic,Puyallup,98372,MEDICAID,MPM-ACE,Annual Monitoring for Patients on Persistent Medications - ACE Inhibitors or ARBs,Compliance,Percent Compliance,Overall,0.88,0.76,1,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Columbia Basin Health Association - Othello Family Clinic,Othello,99344,COMMERCIAL,AMB-AVOIDEDV,Ambulatory Care - Avoidable Emergency Department Visits,Visit Count,"Rate per 1,000 Member-Years",Overall,15.55,13.71,17.4,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Lynden Family Medicine,Lynden,98264,COMMERCIAL,AMB-AVOIDEDV,Ambulatory Care - Avoidable Emergency Department Visits,Visit Count,"Rate per 1,000 Member-Years",Overall,2.68,1.95,3.42,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Kaiser Permanente Tacoma Medical Center,Tacoma,98405,COMMERCIAL,W34,"Well-Child Visits in the Third, Fourth, Fifth and Sixth Years of Life",Compliance,Percent Compliance,Overall,0.72,0.67,0.77,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Multicare Auburn Internal Medicine,Auburn,98001,MEDICAID,CDC-HBA1C,Comprehensive Diabetes Care - HbA1c Testing,Compliance,Percent Compliance,Overall,0.79,0.67,0.9,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Skagit Regional Clinics - Mount Vernon,Mount Vernon,98274,MEDICAID,PDC-RASA,Proportion of Days Covered - Renin Angiotensin System Antagonists (RASA),Compliance,Percent Compliance,Overall,0.59,0.52,0.66,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Multicare Rockwood Cheney Clinic,Cheney,99004,COMMERCIAL,CCS,Cervical Cancer Screening,Compliance,Percent Compliance,Overall,0.6,0.55,0.66,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Franciscan Medical Clinic - Auburn,Auburn,98002,MEDICAID,AMB-AVOIDEDV,Ambulatory Care - Avoidable Emergency Department Visits,Visit Count,"Rate per 1,000 Member-Years",Overall,91.97,85.79,98.16,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Eastgate Public Health Center,Bellevue,98007,MEDICAID,AMB-AVOIDEDV,Ambulatory Care - Avoidable Emergency Department Visits,Visit Count,"Rate per 1,000 Member-Years",Overall,89.35,85.19,93.51,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Valley Medical Center - Senior Care & Internal Medicine,Renton,98055,MEDICAID,PQI-05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate,Visit Count,"Rate per 1,000 Member-Years",Overall,7.76,5.08,10.44,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Multicare Rockwood Quail Run Clinic,Spokane,99203,COMMERCIAL,AAB,Avoidance of Antibiotic Treatment in Adults With Acute Bronchitis,Compliance,Percent Compliance,Overall,0.35,0.18,0.53,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Pediatrics Northwest - Federal Way,Federal Way,98003,MEDICAID,AMB-AVOIDEDV,Ambulatory Care - Avoidable Emergency Department Visits,Visit Count,"Rate per 1,000 Member-Years",Overall,84,80.74,87.27,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
